moisture,temp,ts,SG,API_Gravity,Density
2890,30.3125,1726556115059,0.7057387057387058,68.99913494809687,705.7387057387058
2906,30.3125,1726556117146,0.7096459096459097,67.89521679284238,709.6459096459097
2911,30.3125,1726556119226,0.7108669108669109,67.55273102026794,710.8669108669109
2907,30.3125,1726556121314,0.7098901098901099,67.82662538699691,709.8901098901099
2902,30.25,1726556123420,0.7086691086691087,68.17005513439005,708.6691086691087
2899,30.3125,1726556125504,0.707936507936508,68.37668161434976,707.936507936508
2909,30.3125,1726556127590,0.7103785103785104,67.68958404950155,710.3785103785104
2897,30.3125,1726556129678,0.7074481074481075,68.51467034863651,707.4481074481075
2897,30.3125,1726556131772,0.7074481074481075,68.51467034863651,707.4481074481075
2914,30.25,1726556133858,0.7115995115995116,67.34780370624571,711.5995115995116
2897,30.25,1726556135951,0.7074481074481075,68.51467034863651,707.4481074481075
2890,30.25,1726556138152,0.7057387057387058,68.99913494809687,705.7387057387058
1250,30.25,1726556140239,0.3052503052503053,332.054,305.2503052503053
1251,30.25,1726556142322,0.3054945054945055,331.68345323741005,305.4945054945055
1430,30.25,1726556144405,0.3492063492063492,273.7045454545455,349.20634920634916
1236,30.3125,1726556146489,0.3018315018315018,337.30461165048547,301.83150183150184
2877,30.25,1726556148571,0.7025641025641025,69.90510948905111,702.5641025641025
1287,30.25,1726556150659,0.3142857142857143,318.72727272727275,314.2857142857143
1887,30.25,1726556152789,0.4608058608058608,175.57074721780606,460.8058608058608
1710,30.25,1726556154871,0.4175824175824176,207.35526315789474,417.5824175824176
2704,30.25,1726556156955,0.6603174603174603,82.79086538461539,660.3174603174604
1626,30.25,1726556159375,0.39706959706959705,224.8607011070111,397.069597069597
1893,30.1875,1726556161461,0.4622710622710623,174.5974643423138,462.2710622710623
2906,30.25,1726556163556,0.7096459096459097,67.89521679284238,709.6459096459097
2899,30.1875,1726556167037,0.707936507936508,68.37668161434976,707.936507936508
2891,30.25,1726556168125,0.705982905982906,68.92978208232444,705.982905982906
2895,30.25,1726556170212,0.706959706959707,68.65284974093262,706.959706959707
2889,30.25,1726556172300,0.7054945054945055,69.06853582554515,705.4945054945056
2891,30.1875,1726556174398,0.705982905982906,68.92978208232444,705.982905982906
2899,30.1875,1726556176488,0.707936507936508,68.37668161434976,707.936507936508
2899,30.1875,1726556178584,0.707936507936508,68.37668161434976,707.936507936508
2898,30.1875,1726556180678,0.7076923076923077,68.44565217391303,707.6923076923077
2911,30.1875,1726556182770,0.7108669108669109,67.55273102026794,710.8669108669109
2885,30.1875,1726556184860,0.7045177045177046,69.34662045060657,704.5177045177046
2890,30.1875,1726556186950,0.7057387057387058,68.99913494809687,705.7387057387058
2887,30.1875,1726556189044,0.705006105006105,69.20748181503288,705.006105006105
2891,30.1875,1726556191135,0.705982905982906,68.92978208232444,705.982905982906
2876,30.1875,1726556193227,0.7023199023199023,69.97513908205843,702.3199023199022
2887,30.1875,1726556195318,0.705006105006105,69.20748181503288,705.006105006105
1367,30.1875,1726556197409,0.3338217338217338,292.3789319678128,333.8217338217338
1377,30.1875,1726556199499,0.3362637362637363,289.30065359477123,336.2637362637363
1391,30.125,1726556201588,0.3396825396825397,285.06542056074767,339.6825396825397
2887,30.1875,1726556203684,0.705006105006105,69.20748181503288,705.006105006105
2890,30.1875,1726556205775,0.7057387057387058,68.99913494809687,705.7387057387058
2887,30.1875,1726556207877,0.705006105006105,69.20748181503288,705.006105006105
1293,30.1875,1726556209963,0.31575091575091574,316.63805104408357,315.75091575091574
2903,30.1875,1726556212055,0.708913308913309,68.10127454357561,708.9133089133089
2829,30.1875,1726556214150,0.6908424908424908,73.32237539766703,690.8424908424909
2903,30.1875,1726556216244,0.708913308913309,68.10127454357561,708.9133089133089
2559,30.1875,1726556218337,0.6249084249084249,94.93317702227432,624.9084249084249
2608,30.1875,1726556220428,0.6368742368742368,90.67887269938652,636.8742368742369
2613,30.1875,1726556222533,0.638095238095238,90.25373134328359,638.0952380952381
